,,,,,,,,,,,,,,Close -Velocity (m/s) :,3.84,Close -Velocity (m/s) :,3.84,Close -Velocity (m/s) :,3.88,Close -Velocity (m/s) :,3.77,Close -Velocity (m/s) :,0,Close -Velocity (m/s) :,0
0,0,0,0.059,0,0, ,188.09,191.75,0,0,0,0,,51.77,105.09,61.54,112.38,56.65,105.16,63.49,104.51,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.75,0,0,0,0,,51.77,105.09,61.54,112.38,56.65,105.16,67.4,104.51,4000,0,0,0
0,0,0,0.066,0,0, ,188.17,191.83,0,0,0,0,,52.75,105.05,61.54,112.31,56.65,105.16,61.54,104.51,4000,0,0,0
0,0,0,0.044,0,0, ,187.85,191.75,0,0,0,0,,51.77,105.05,58.61,112.38,55.68,105.13,63.49,104.54,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.67,0,0,0,0,,51.77,105.05,61.54,112.38,56.65,105.16,61.54,104.51,4000,0,0,0
0,0,0,0.044,0,0, ,187.85,191.43,0,0,0,0,,51.77,105.09,59.58,112.34,56.65,105.16,63.49,104.51,4000,0,0,0
0,0,0,0.044,0,0, ,187.85,191.83,0,0,0,0,,51.77,105.05,59.58,112.42,56.65,105.13,61.54,104.54,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.83,0,0,0,0,,52.75,105.09,59.58,112.38,56.65,105.13,63.49,104.54,4000,0,0,0
0,0,0,0.059,0,0, ,187.85,191.51,0,0,0,0,,51.77,105.05,59.58,112.38,58.61,105.16,63.49,104.51,4000,0,0,0
0,0,0.007,0.066,0,0, ,187.93,191.75,0,0,0,0,,51.77,105.02,59.58,112.34,54.7,105.13,61.54,104.47,4000,0,0,0
0,0,0,0.066,0,0, ,187.93,191.75,0,0,0,0,,49.82,105.05,58.61,112.38,55.68,105.13,61.54,104.47,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.75,0,0,0,0,,51.77,105.05,59.58,112.34,56.65,105.13,61.54,104.47,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.59,0,0,0,0,,52.75,105.09,59.58,112.38,56.65,105.13,61.54,104.54,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.91,0,0,0,0,,51.77,105.09,59.58,112.34,58.61,105.16,63.49,104.47,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.67,0,0,0,0,,51.77,105.09,58.61,112.38,56.65,105.13,63.49,104.54,4000,0,0,0
0,0,0.007,0.051,0,0, ,187.85,191.59,0,0,0,0,,51.77,105.05,55.68,112.34,57.63,105.09,63.49,104.51,4000,0,0,0
0,0,0.015,0.059,0,0, ,187.93,191.75,0,0,0,0,,51.77,105.05,58.61,112.34,57.63,105.09,60.56,104.51,4000,0,0,0
0,0,0,0.051,0,0, ,187.69,191.59,0,0,0,0,,51.77,105.02,58.61,112.34,55.68,105.09,60.56,104.51,4000,0,0,0
0,0,0,0.044,0,0, ,187.85,191.51,0,0,0,0,,49.82,105.05,58.61,112.34,54.7,105.13,60.56,104.51,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.75,0,0,0,0,,52.75,105.05,58.61,112.38,56.65,105.13,60.56,104.47,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.59,0,0,0,0,,51.77,105.09,61.54,112.34,58.61,105.13,63.49,104.51,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.75,0,0,0,0,,52.75,105.05,59.58,112.34,55.68,105.13,61.54,104.51,4000,0,0,0
0,0,0,0.073,0,0, ,188.01,191.75,0,0,0,0,,52.75,105.05,59.58,112.34,57.63,105.09,61.54,104.43,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.75,0,0,0,0,,52.75,105.05,58.61,112.31,55.68,105.09,61.54,104.43,4000,0,0,0
0,0,0,0.066,0,0, ,187.69,191.51,0,0,0,0,,51.77,105.02,58.61,112.27,55.68,105.09,60.56,104.47,4000,0,0,0
0,0,0,0.051,0,0, ,187.77,191.59,0,0,0,0,,51.77,105.05,58.61,112.34,57.63,105.05,63.49,104.47,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.67,0,0,0,0,,51.77,105.05,59.58,112.34,57.63,105.09,61.54,104.47,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.83,0,0,0,0,,51.77,105.05,59.58,112.31,57.63,105.09,60.56,104.51,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.67,0,0,0,0,,51.77,105.05,59.58,112.34,57.63,105.09,61.54,104.51,4000,0,0,0
0,0,0.007,0.066,0,0, ,188.09,191.75,0,0,0,0,,51.77,105.09,59.58,112.34,57.63,105.05,61.54,104.51,4000,0,0,0
0,0,0,0.059,0,0, ,187.85,191.59,0,0,0,0,,49.82,105.02,59.58,112.34,55.68,105.09,58.61,104.43,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.59,0,0,0,0,,48.84,105.02,58.61,112.27,55.68,105.09,60.56,104.43,4000,0,0,0
0,0,0,0.051,0,0, ,188.17,191.99,0,0,0,0,,49.82,105.05,58.61,112.34,54.7,105.05,61.54,104.43,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.91,0,0,0,0,,51.77,105.05,59.58,112.38,56.65,105.13,60.56,104.47,4000,0,0,0
0,0,0,0.051,0,0, ,187.85,191.51,0,0,0,0,,49.82,105.05,61.54,112.31,55.68,105.09,61.54,104.51,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.83,0,0,0,0,,49.82,105.02,61.54,112.31,57.63,105.09,63.49,104.43,4000,0,0,0
0,0,0,0.059,0,0, ,187.85,191.75,0,0,0,0,,51.77,105.02,59.58,112.31,54.7,105.05,60.56,104.47,4000,0,0,0
0.007,0,0,0.066,0,0, ,187.85,191.59,0,0,0,0,,48.84,104.91,59.58,112.23,54.7,105.02,61.54,104.4,4000,0,0,0
0,0,0,0.044,0,0, ,188.01,191.99,0,0,0,0,,48.84,104.84,58.61,112.16,54.7,104.98,58.61,104.4,4000,0,0,0
0,0,0,0.044,0,0, ,188.09,191.67,0,0,0,0,,48.84,104.76,61.54,112.05,55.68,105.05,61.54,104.36,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.75,0,0,0,0,,48.84,104.73,60.56,111.98,52.75,105.02,61.54,104.36,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.59,0,0,0,0,,47.86,104.69,60.56,111.87,54.7,104.98,63.49,104.36,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.59,0,0,0,0,,48.84,104.69,60.56,111.87,54.7,104.98,61.54,104.32,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.67,0,0,0,0,,48.84,104.43,61.54,111.65,54.7,104.87,61.54,104.29,4000,0,0,0
0,0,0,0.073,0,0, ,188.17,191.75,0,0,0,0,,45.91,104.47,58.61,111.65,52.75,104.87,61.54,104.18,4000,0,0,0
0,0,0,0.066,0,0, ,187.69,191.51,0,0,0,0,,48.84,104.51,58.61,111.65,52.75,104.84,61.54,104.25,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.67,0,0,0,0,,47.86,104.51,61.54,111.68,52.75,104.91,61.54,104.18,4000,0,0,0
0,0,0,0.059,0,0, ,187.77,191.51,0,0,0,0,,47.86,104.54,60.56,111.72,52.75,104.91,63.49,104.21,4000,0,0,0
0,0,0,0.073,0,0, ,187.85,191.67,0,0,0,0,,47.86,104.58,62.52,111.72,54.7,104.87,61.54,104.18,4000,0,0,0
0,0,0,0.051,0,0, ,187.85,191.51,0,0,0,0,,47.86,104.58,60.56,111.68,54.7,104.84,63.49,104.18,4000,0,0,0
0.007,0,0,0.073,0,0, ,187.85,191.43,0,0,0,0,,47.86,104.51,60.56,111.65,55.68,104.87,63.49,104.14,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.59,0,0,0,0,,45.91,104.51,58.61,111.61,52.75,104.84,61.54,104.1,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.67,0,0,0,0,,44.93,104.21,59.58,111.43,52.75,104.69,61.54,103.99,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.67,0,0,0,0,,44.93,104.32,59.58,111.54,54.7,104.73,61.54,104.07,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.75,0,0,0,0,,47.86,104.51,60.56,111.61,54.7,104.8,61.54,104.14,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.67,0,0,0,0,,45.91,104.58,60.56,111.79,54.7,104.87,63.49,104.18,4000,0,0,0
0,0,0,0.066,0,0, ,188.09,191.67,0,0,0,0,,45.91,104.8,60.56,112.05,54.7,105.02,64.47,104.32,4000,0,0,0
0,0,0,0.073,0,0, ,187.93,191.67,0,0,0,0,,45.91,104.95,58.61,112.16,54.7,104.98,63.49,104.36,4000,0,0,0
0,0,0.015,0.059,0,0, ,188.01,191.75,0,0,0,0,,44.93,104.95,59.58,112.2,54.7,105.02,61.54,104.43,4000,0,0,0
0,0,0,0.059,0,0, ,187.77,191.75,0,0,0,0,,42.98,104.95,59.58,112.2,54.7,105.02,64.47,104.43,4000,0,0,0
0,0,0,0.044,0,0, ,187.85,191.59,0,0,0,0,,45.91,104.98,59.58,112.23,54.7,105.02,63.49,104.43,4000,0,0,0
0,0,0,0.044,0,0, ,187.85,191.75,0,0,0,0,,47.86,104.73,61.54,112.01,52.75,104.87,61.54,104.32,4000,0,0,0
0,0,0,0.051,0,0, ,187.85,191.67,0,0,0,0,,45.91,104.76,62.52,112.09,52.75,104.95,63.49,104.32,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.51,0,0,0,0,,45.91,104.91,61.54,112.16,52.75,104.98,64.47,104.36,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.75,0,0,0,0,,45.91,104.95,61.54,112.2,51.77,104.98,64.47,104.43,4000,0,0,0
0,0,0,0.066,0,0, ,188.09,191.75,0,0,0,0,,42.98,104.95,59.58,112.23,54.7,104.98,61.54,104.4,4000,0,0,0
0,0,0,0.059,0,0, ,187.85,191.67,0,0,0,0,,44.93,104.98,59.58,112.23,52.75,104.98,61.54,104.4,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.67,0,0,0,0,,44.93,105.02,59.58,112.23,54.7,105.02,63.49,104.43,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.75,0,0,0,0,,44.93,104.98,62.52,112.23,54.7,104.98,66.42,104.43,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.83,0,0,0,0,,44.93,104.98,62.52,112.2,54.7,105.02,66.42,104.43,4000,0,0,0
0,0,0,0.066,0,0, ,187.93,191.59,0,0,0,0,,42.98,104.76,58.61,112.05,55.68,104.87,64.47,104.36,4000,0,0,0
0,0,0,0.073,0,0, ,187.77,191.67,0,0,0,0,,42.98,104.84,62.52,112.12,52.75,104.95,64.47,104.4,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.75,0,0,0,0,,44.93,104.91,59.58,112.2,52.75,104.95,64.47,104.36,4000,0,0,0
0,0,0,0.059,0,0, ,187.77,191.43,0,0,0,0,,42.98,104.91,59.58,112.23,54.7,104.95,63.49,104.4,4000,0,0,0
0,0,0,0.059,0,0, ,187.85,191.67,0,0,0,0,,45.91,104.98,59.58,112.27,52.75,104.98,64.47,104.4,4000,0,0,0
0,0,0,0.044,0,0, ,188.09,191.83,0,0,0,0,,45.91,105.02,62.52,112.31,54.7,104.98,63.49,104.4,4000,0,0,0
0,0,0,0.066,0,0, ,188.09,191.75,0,0,0,0,,45.91,104.98,61.54,112.27,55.68,104.98,63.49,104.43,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.67,0,0,0,0,,45.91,104.98,62.52,112.2,54.7,105.02,63.49,104.36,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.59,0,0,0,0,,45.91,104.98,59.58,112.23,54.7,104.98,63.49,104.43,4000,0,0,0
0,0,0,0.059,0,0, ,188.17,191.83,0,0,0,0,,44.93,104.98,59.58,112.23,54.7,104.98,64.47,104.36,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.67,0,0,0,0,,42.98,104.91,62.52,112.16,52.75,104.95,63.49,104.4,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.83,0,0,0,0,,42.98,104.65,62.52,112.01,54.7,104.8,64.47,104.25,4000,0,0,0
0,0,0,0.044,0,0, ,188.09,191.91,0,0,0,0,,42,104.84,61.54,112.12,54.7,104.87,63.49,104.32,4000,0,29.3,0
0,0,0,0.051,0,0, ,188.17,191.91,0,0,0,0,,44.93,104.95,62.52,112.2,52.75,104.98,64.47,104.36,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.67,0,0,0,0,,42.98,104.98,62.52,112.23,52.75,104.98,64.47,104.4,4000,0,0,0
0,0,0,0.066,0,0, ,188.17,192.07,0,0,0,0,,44.93,104.98,62.52,112.23,54.7,104.98,63.49,104.36,4000,0,0,0
0,0,0,0.051,0,0, ,188.17,191.83,0,0,0,0,,44.93,104.95,61.54,112.2,51.77,104.95,63.49,104.36,4000,0,0,0
0,0,0,0.059,0,0, ,187.85,191.59,0,0,0,0,,42.98,104.95,59.58,112.2,52.75,104.98,63.49,104.36,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.67,0,0,0,0,,44.93,104.98,61.54,112.2,54.7,104.98,64.47,104.36,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.83,0,0,0,0,,44.93,104.98,62.52,112.2,54.7,104.98,63.49,104.4,4000,0,0,0
0,0,0,0.066,0,0, ,187.85,191.67,0,0,0,0,,44.93,104.98,63.49,112.23,54.7,105.02,66.42,104.4,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.83,0,0,0,0,,42.98,105.02,61.54,112.2,55.68,105.02,63.49,104.4,4000,0,0,0
0,0,0,0.059,0,0, ,187.85,191.83,0,0,0,0,,42.98,105.02,61.54,112.2,54.7,104.98,64.47,104.36,4000,0,0,0
0,0,0.007,0.059,0,0, ,188.09,191.75,0,0,0,0,,42.98,104.98,59.58,112.2,52.75,104.95,61.54,104.32,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.75,0,0,0,0,,45.91,104.95,60.56,112.16,52.75,104.91,61.54,104.36,4000,0,0,0
0,0,0,0.051,0,0, ,188.17,191.83,0,0,0,0,,42,104.98,61.54,112.2,54.7,104.95,60.56,104.36,4000,0,0,0
0,0,0,0.044,0,0, ,188.01,191.83,0,0,0,0,,44.93,104.98,62.52,112.2,54.7,104.95,64.47,104.36,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.75,0,0,0,0,,44.93,104.98,61.54,112.2,55.68,104.98,64.47,104.4,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.91,0,0,0,0,,44.93,104.98,62.52,112.2,57.63,104.98,63.49,104.4,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.99,0,0,0,0,,44.93,104.91,60.56,112.16,54.7,104.98,63.49,104.32,4000,0,0,0
0,0,0,0.066,0,0, ,187.85,191.75,0,0,0,0,,45.91,104.84,60.56,112.16,52.75,104.87,60.56,104.29,4000,0,0,0
0,0,0,0.059,0,0, ,187.77,191.83,0,0,0,0,,42,104.91,57.63,112.09,51.77,104.87,61.54,104.32,4000,0,0,0
0,0,0,0.044,0,0, ,187.85,191.83,0,0,0,0,,44.93,104.87,60.56,112.09,51.77,104.91,63.49,104.32,4000,0,0,0
0,0,0,0.066,0,0, ,187.85,191.67,0,0,0,0,,44.93,104.91,60.56,112.12,52.75,104.91,60.56,104.32,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.75,0,0,0,0,,44.93,104.95,61.54,112.12,55.68,104.87,63.49,104.32,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.75,0,0,0,0,,44.93,104.95,61.54,112.12,54.7,104.95,61.54,104.25,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.91,0,0,0,0,,44.93,104.91,60.56,112.16,51.77,104.91,61.54,104.32,4000,0,0,0
0,0,0.007,0.051,0,0, ,188.01,191.83,0,0,0,0,,42.98,104.91,60.56,112.12,52.75,104.91,61.54,104.25,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.91,0,0,0,0,,42.98,104.91,60.56,112.12,52.75,104.87,61.54,104.25,4000,0,0,0
0,0,0,0.051,0,0, ,187.85,191.83,0,0,0,0,,44.93,104.91,61.54,112.09,52.75,104.87,61.54,104.25,4000,0,0,0
0,0,0,0.051,0,0, ,188.17,191.99,0,0,0,0,,44.93,104.95,62.52,112.09,54.7,104.87,63.49,104.32,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.99,0,0,0,0,,44.93,104.91,60.56,112.09,54.7,104.91,63.49,104.29,4000,0,0,0
0,0,0,0.059,0,0, ,187.77,191.67,0,0,0,0,,42.98,104.91,62.52,112.12,54.7,104.91,64.47,104.25,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.67,0,0,0,0,,42,104.95,62.52,112.09,52.75,104.91,61.54,104.29,4000,0,0,0
0,0,0.015,0.066,0,0, ,188.01,191.99,0,0,0,0,,44.93,104.91,61.54,112.05,51.77,104.91,63.49,104.25,4000,0,0,0
0,0,0,0.051,0,0, ,187.77,191.67,0,0,0,0,,42,104.91,62.52,112.09,52.75,104.87,63.49,104.29,4000,0,0,0
0,0,0,0.051,0,0, ,187.85,191.67,0,0,0,0,,42,104.91,62.52,112.16,54.7,104.91,63.49,104.25,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.83,0,0,0,0,,42,104.95,62.52,112.12,54.7,104.95,63.49,104.25,4000,0,0,0
0,0,0,0.051,0,0, ,188.25,191.83,0,0,0,0,,44.93,104.95,62.52,112.09,54.7,104.87,63.49,104.29,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.59,0,0,0,0,,44.93,104.98,61.54,112.12,54.7,104.91,61.54,104.29,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.75,0,0,0,0,,42,104.95,61.54,112.09,52.75,104.87,63.49,104.25,4000,0,0,0
0,0,0,0.073,0,0, ,188.09,191.67,0,0,0,0,,40.05,104.87,62.52,112.09,54.7,104.84,63.49,104.25,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.59,0,0,0,0,,42,104.95,61.54,112.09,54.7,104.91,64.47,104.25,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.43,0,0,0,0,,42.98,104.95,61.54,112.09,52.75,104.87,64.47,104.32,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.75,0,0,0,0,,44.93,104.95,61.54,112.09,54.7,104.91,66.42,104.32,4000,0,0,0
0,0,0,0.066,0,0, ,187.85,191.67,0,0,0,0,,44.93,104.95,62.52,112.09,51.77,104.91,64.47,104.25,4000,0,0,0
0,0,0,0.051,0,0, ,187.77,191.43,0,0,0,0,,44.93,104.95,62.52,112.12,54.7,104.87,63.49,104.32,4000,0,0,0
0,0,0,0.066,0,0, ,187.93,191.99,0,0,0,0,,44.93,104.87,62.52,112.09,52.75,104.84,64.47,104.29,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.83,0,0,0,0,,42.98,104.87,61.54,112.09,54.7,104.84,64.47,104.32,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.59,0,0,0,0,,44.93,104.91,62.52,112.09,52.75,104.87,64.47,104.25,4000,0,0,0
0,0,0,0.037,0,0, ,188.09,191.59,0,0,0,0,,45.91,104.95,62.52,112.09,54.7,104.87,63.49,104.29,4000,0,0,0
0,0,0,0.051,0,0, ,188.17,191.67,0,0,0,0,,45.91,104.95,62.52,112.12,55.68,104.87,61.54,104.32,4000,0,0,0
0,0,0,0.051,0,0, ,188.33,191.83,0,0,0,0,,47.86,104.91,62.52,112.12,54.7,104.91,61.54,104.32,4000,0,0,0
0,0,0,0.066,0,0, ,188.17,191.67,0,0,0,0,,45.91,104.91,61.54,112.16,54.7,104.87,64.47,104.29,4000,0,0,0
0,0,0,0.066,0,0, ,188.09,191.59,0,0,0,0,,45.91,104.87,60.56,112.09,52.75,104.84,63.49,104.25,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.67,0,0,0,0,,42,104.84,60.56,112.01,52.75,104.84,64.47,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.75,0,0,0,0,,44.93,104.73,60.56,111.87,51.77,104.8,63.49,104.18,4000,0,0,0
0,0,0,0.051,0,0, ,187.85,191.59,0,0,0,0,,42.98,104.62,62.52,111.72,54.7,104.8,63.49,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.67,0,0,0,0,,47.86,104.62,62.52,111.72,54.7,104.8,61.54,104.18,4000,0,0,0
0,0,0,0.044,0,0, ,188.01,191.75,0,0,0,0,,45.91,104.58,62.52,111.72,55.68,104.84,63.49,104.14,4000,0,0,0
0,0,0,0.066,0,0, ,187.85,191.75,0,0,0,0,,47.86,104.54,60.56,111.72,54.7,104.84,63.49,104.18,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.67,0,0,0,0,,46.89,104.1,63.49,111.32,55.68,104.54,62.52,103.92,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.59,0,0,0,0,,48.84,104.29,61.54,111.47,54.7,104.65,61.54,104.03,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.75,0,0,0,0,,47.86,104.43,60.56,111.54,54.7,104.69,60.56,104.1,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.75,0,0,0,0,,47.86,104.51,60.56,111.5,52.75,104.73,61.54,104.14,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.75,0,0,0,0,,48.84,104.43,63.49,111.5,54.7,104.69,64.47,104.1,4000,0,0,0
0,0,0,0.066,0,0, ,188.33,191.99,0,0,0,0,,48.84,104.47,63.49,111.5,55.68,104.73,63.49,104.03,4000,0,0,0
0,0,0,0.066,0,0, ,188.09,191.75,0,0,0,0,,48.84,104.47,63.49,111.47,55.68,104.65,63.49,103.99,4000,0,0,0
0,0,0,0.059,0,0, ,188.17,191.83,0,0,0,0,,47.86,104.4,60.56,111.43,54.7,104.65,63.49,103.96,4000,0,0,0
0,0,0.007,0.066,0,0, ,188.09,191.75,0,0,0,0,,47.86,104.43,59.58,111.47,52.75,104.65,61.54,103.99,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.83,0,0,0,0,,48.84,104.43,59.58,111.5,54.7,104.65,60.56,103.99,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.83,0,0,0,0,,50.79,103.99,60.56,111.17,55.68,104.4,60.56,103.81,4000,0,0,0
0,0,0,0.029,0,0, ,188.09,191.83,0,0,0,0,,48.84,104.1,61.54,111.25,55.68,104.47,63.49,103.77,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.67,0,0,0,0,,50.79,104.25,63.49,111.39,54.7,104.54,62.52,103.92,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.75,0,0,0,0,,50.79,104.36,63.49,111.43,54.7,104.58,63.49,103.99,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.67,0,0,0,0,,50.79,104.51,63.49,111.61,52.75,104.73,61.54,104.07,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.99,0,0,0,0,,50.79,104.65,62.52,111.87,54.7,104.73,60.56,104.18,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.99,0,0,0,0,,50.79,104.76,60.56,112.01,54.7,104.8,63.49,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,187.85,191.83,0,0,0,0,,48.84,104.8,62.52,112.12,54.7,104.8,63.49,104.25,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.91,0,0,0,0,,51.77,104.84,62.52,112.09,55.68,104.84,63.49,104.29,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,192.07,0,0,0,0,,52.75,104.84,64.47,112.09,57.63,104.87,63.49,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.99,0,0,0,0,,53.72,104.4,62.52,111.76,57.63,104.62,63.49,104.07,4000,0,0,0
0,0,0,0.044,0,0, ,188.09,191.99,0,0,0,0,,51.77,104.58,60.56,111.83,54.7,104.65,59.58,104.1,4000,0,0,0
0,0,0,0.066,0,0, ,188.09,192.15,0,0,0,0,,50.79,104.65,60.56,111.98,55.68,104.76,60.56,104.18,4000,0,0,0
0,0,0,0.044,0,0, ,188.01,192.07,0,0,0,0,,50.79,104.8,60.56,112.05,55.68,104.8,63.49,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.99,0,0,0,0,,51.77,104.8,61.54,112.09,54.7,104.84,61.54,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,187.93,191.91,0,0,0,0,,51.77,104.87,61.54,112.09,58.61,104.84,61.54,104.25,4000,0,0,0
0,0,0,0.059,0,0, ,188.09,191.99,0,0,0,0,,51.77,104.84,61.54,112.05,57.63,104.84,63.49,104.25,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.83,0,0,0,0,,51.77,104.91,61.54,112.09,57.63,104.84,63.49,104.25,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.91,0,0,0,0,,51.77,104.87,60.56,112.05,55.68,104.84,60.56,104.25,4000,0,0,0
0,0,0,0.066,0,0, ,188.01,191.83,0,0,0,0,,51.77,104.84,60.56,112.05,54.7,104.8,60.56,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.91,0,0,0,0,,51.77,104.43,60.56,111.72,54.7,104.58,60.56,104.03,4000,0,0,0
0,0,0,0.073,0,0, ,187.85,191.83,0,0,0,0,,52.75,104.62,60.56,111.87,55.68,104.73,61.54,104.14,4000,0,0,0
0,0,0,0.051,0,0, ,188.17,191.99,0,0,0,0,,54.7,104.76,60.56,112.01,57.63,104.8,61.54,104.21,4000,0,0,0
0,0,0,0.059,0,0, ,187.93,191.75,0,0,0,0,,52.75,104.84,62.52,112.05,55.68,104.8,60.56,104.21,4000,0,0,0
0,0,0.007,0.066,0,0, ,188.09,191.75,0,0,0,0,,51.77,104.87,60.56,112.09,58.61,104.76,63.49,104.21,4000,0,0,0
0,0,0,0.059,0,0, ,188.01,191.83,0,0,0,0,,51.77,104.87,58.61,112.05,57.63,104.8,61.54,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.83,0,0,0,0,,50.79,104.8,60.56,112.05,55.68,104.73,61.54,104.21,4000,0,0,0
0,0,0,0.051,0,0, ,188.09,191.75,0,0,0,0,,51.77,104.84,60.56,112.05,55.68,104.8,60.56,104.18,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.91,0,0,0,0,,51.77,104.8,60.56,112.09,55.68,104.8,63.49,104.18,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.75,0,0,0,0,,52.75,104.84,64.47,112.05,55.68,104.84,63.49,104.21,4000,0,0,0
0,0,0,0.066,0,0, ,188.17,191.83,0,0,0,0,,52.75,104.87,60.56,112.09,57.63,104.8,61.54,104.32,4000,0,0,0
0,0,0.007,0.059,0,0, ,188.17,191.91,0,0,0,0,,52.75,104.84,62.52,112.05,57.63,104.8,63.49,104.21,4000,0,0,0
0,0,0,0.066,0,0, ,188.17,192.07,0,0,0,0,,50.79,104.4,60.56,111.58,54.7,104.54,59.58,103.96,4000,0,0,0
0,0,0,0.051,0,0, ,188.01,191.67,0,0,0,0,,51.77,104.51,60.56,111.79,54.7,104.65,60.56,104.07,4000,0,0,0
0,0,0,0.044,0,0, ,187.93,191.91,0,0,0,0,,50.79,104.73,60.56,111.94,54.7,104.73,61.54,104.14,4000,0,0,0
0,0,0,0.044,0,0, ,188.01,191.83,0,0,0,0,,50.79,104.8,61.54,112.01,54.7,104.76,61.54,104.21,4000,0,0,0
